============================================================
连续 SAM 检测器调参
Host:                 usmidet-com-prod-com018.aptiv.com
Job ID:               33027858
Array ID:             7
Python:               .venv/bin/python
Install deps:         0
Environment:          0.030 / 0.016 / 0.08
Timesteps:            300000
Episodes:             300
Seed:                 42
Threshold:            18
Decay:                0.02
Warmup steps:         40
Cooldown steps:       160
Switch margin:        1.25
Noise variance:       0.0005
Max normalized error: 8
Start time:           2026-05-14 01:41:15
============================================================
============================================================
连续 OPS-DeMo sweep 单任务
{
  "experiment_name": "continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth18_dc0p02_wu40_cd160_mg1p25_nv0p0005_mx8_oufalse",
  "interceptor_max_speed": 0.03,
  "intruder_max_speed": 0.016,
  "collision_radius": 0.08,
  "total_timesteps": 300000,
  "seed": 42,
  "episodes": 300,
  "detector_threshold": 18.0,
  "detector_decay": 0.02,
  "sam_warmup_steps": 40,
  "sam_cooldown_steps": 160,
  "sam_switch_margin": 1.25,
  "sam_max_normalized_error": 8.0,
  "sam_noise_variance": 0.0005,
  "sam_mc_passes": null,
  "sam_sample_steps": null,
  "sam_epochs": null,
  "sam_online_updates": "false"
}
============================================================
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    explained_variance   | 0.0551       |
|    learning_rate        | 0.0003       |
|    loss                 | 148          |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00351     |
|    std                  | 0.9          |
|    value_loss           | 275          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 44.6        |
|    ep_rew_mean          | -107        |
| time/                   |             |
|    fps                  | 1827        |
|    iterations           | 44          |
|    time_elapsed         | 49          |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.005254841 |
|    clip_fraction        | 0.0269      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.0616      |
|    learning_rate        | 0.0003      |
|    loss                 | 71.9        |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.00315    |
|    std                  | 0.894       |
|    value_loss           | 153         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 43.4        |
|    ep_rew_mean          | -107        |
| time/                   |             |
|    fps                  | 1828        |
|    iterations           | 45          |
|    time_elapsed         | 50          |
|    total_timesteps      | 92160       |
| train/                  |             |
|    approx_kl            | 0.004105197 |
|    clip_fraction        | 0.029       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.61       |
|    explained_variance   | 0.0719      |
|    learning_rate        | 0.0003      |
|    loss                 | 77.8        |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.00322    |
|    std                  | 0.895       |
|    value_loss           | 157         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 43.3         |
|    ep_rew_mean          | -107         |
| time/                   |              |
|    fps                  | 1829         |
|    iterations           | 46           |
|    time_elapsed         | 51           |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0077722343 |
|    clip_fraction        | 0.0911       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.61        |
|    explained_variance   | 0.129        |
|    learning_rate        | 0.0003       |
|    loss                 | 67.7         |
|    n_updates            | 450          |
|    policy_gradient_loss | -0.0106      |
|    std                  | 0.892        |
|    value_loss           | 137          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.8        |
|    ep_rew_mean          | -106        |
| time/                   |             |
|    fps                  | 1830        |
|    iterations           | 47          |
|    time_elapsed         | 52          |
|    total_timesteps      | 96256       |
| train/                  |             |
|    approx_kl            | 0.004725554 |
|    clip_fraction        | 0.0355      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | 0.146       |
|    learning_rate        | 0.0003      |
|    loss                 | 63.7        |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.00426    |
|    std                  | 0.888       |
|    value_loss           | 141         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.8         |
|    ep_rew_mean          | -106         |
| time/                   |              |
|    fps                  | 1831         |
|    iterations           | 48           |
|    time_elapsed         | 53           |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0046968954 |
|    clip_fraction        | 0.0406       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.6         |
|    explained_variance   | 0.206        |
|    learning_rate        | 0.0003       |
|    loss                 | 73.8         |
|    n_updates            | 470          |
|    policy_gradient_loss | -0.00416     |
|    std                  | 0.89         |
|    value_loss           | 129          |
